   0.00000000       0.00000000    
   9.99999978E-03  0.356923163    
   1.99999996E-02  0.684795320    
   2.99999993E-02  0.957385600    
   3.99999991E-02   1.15382862    
   5.00000007E-02   1.26064265    
   5.99999987E-02   1.27302802    
   7.00000003E-02   1.19531393    
   7.99999982E-02   1.04051411    
   9.00000036E-02  0.829028845    
  0.100000001      0.586632907    
  0.109999999      0.341912359    
  0.119999997      0.123488955    
  0.129999995      -4.28417325E-02
  0.140000001     -0.136633843    
  0.150000006     -0.144811630    
  0.159999996      -6.29646927E-02
  0.170000002      0.104205869    
  0.180000007      0.343334556    
  0.189999998      0.633688033    
  0.200000003      0.949187815    
  0.209999993       1.26093245    
  0.219999999       1.54006147    
  0.230000004       1.76053321    
  0.239999995       1.90168798    
  0.250000000       1.95026243    
  0.259999990       1.90168810    
  0.270000011       1.76053321    
  0.280000001       1.54006159    
  0.289999992       1.26093268    
  0.300000012      0.949187934    
  0.310000002      0.633688092    
  0.319999993      0.343334496    
  0.330000013      0.104205728    
  0.340000004      -6.29647672E-02
  0.349999994     -0.144811615    
  0.360000014     -0.136633798    
  0.370000005      -4.28417586E-02
  0.379999995      0.123488799    
  0.389999986      0.341912180    
  0.400000006      0.586632729    
  0.409999996      0.829028726    
  0.419999987       1.04051399    
  0.430000007       1.19531393    
  0.439999998       1.27302814    
  0.449999988       1.26064277    
  0.460000008       1.15382862    
  0.469999999      0.957385719    
  0.479999989      0.684795499    
  0.490000010      0.356923163    
  0.500000000       5.27947179E-08
  0.509999990     -0.356922895    
  0.519999981     -0.684794903    
  0.529999971     -0.957385302    
  0.540000021      -1.15382874    
  0.550000012      -1.26064277    
  0.560000002      -1.27302814    
  0.569999993      -1.19531417    
  0.579999983      -1.04051447    
  0.589999974     -0.829029322    
  0.600000024     -0.586633086    
  0.610000014     -0.341912270    
  0.620000005     -0.123488799    
  0.629999995       4.28417586E-02
  0.639999986      0.136633784    
  0.649999976      0.144811586    
  0.660000026       6.29644617E-02
  0.670000017     -0.104206085    
  0.680000007     -0.343334645    
  0.689999998     -0.633688033    
  0.699999988     -0.949187815    
  0.709999979      -1.26093245    
  0.720000029      -1.54006171    
  0.730000019      -1.76053345    
  0.740000010      -1.90168810    
  0.750000000      -1.95026243    
  0.759999990      -1.90168810    
  0.769999981      -1.76053345    
  0.779999971      -1.54006171    
  0.790000021      -1.26093245    
  0.800000012     -0.949187815    
  0.810000002     -0.633688033    
  0.819999993     -0.343334615    
  0.829999983     -0.104206078    
  0.839999974       6.29644617E-02
  0.850000024      0.144811586    
  0.860000014      0.136633784    
  0.870000005       4.28417586E-02
  0.879999995     -0.123488799    
  0.889999986     -0.341912270    
  0.899999976     -0.586633086    
  0.910000026     -0.829029322    
  0.920000017      -1.04051447    
  0.930000007      -1.19531417    
  0.939999998      -1.27302814    
  0.949999988      -1.26064277    
  0.959999979      -1.15382874    
  0.970000029     -0.957385302    
  0.980000019     -0.684794903    
  0.990000010     -0.356922895    
   1.00000000       0.00000000    
